Yes	https://plasmit-hospital-hms.vercel.app/icu-command-center
Yes	https://plasmit-hospital-hms.vercel.app/icu-command-center/critical-care/icu-round-2
Yes	https://plasmit-hospital-hms.vercel.app/icu-command-center/critical-care/icu-round-2
Yes	https://plasmit-hospital-hms.vercel.app/icu-command-center/analytics/clinical
Yes	https://plasmit-hospital-hms.vercel.app/icu-command-center/critical-care/icu-round-2
Yes	https://plasmit-hospital-hms.vercel.app/icu-command-center/patients/discharges
Yes	https://plasmit-hospital-hms.vercel.app/icu-command-center/clinical-workspace/family-communication
Yes	https://plasmit-hospital-hms.vercel.app/icu-command-center/clinical-intelligence/patient-risk-center
Yes	https://plasmit-hospital-hms.vercel.app/icu-command-center/patients/smart-bed-view
Yes	https://plasmit-hospital-hms.vercel.app/icu-command-center/patients/search
Yes	https://plasmit-hospital-hms.vercel.app/icu-command-center/patients/timeline
Yes	https://plasmit-hospital-hms.vercel.app/icu-command-center/patients/icu-001?tab=vital-graph
Yes	https://plasmit-hospital-hms.vercel.app/icu-command-center/clinical-workspace/progress-notes
Yes	https://plasmit-hospital-hms.vercel.app/icu-command-center/clinical-workspace/doctor-order-entry
Yes	https://plasmit-hospital-hms.vercel.app/icu-command-center/nursing/shift-handover
Yes	https://plasmit-hospital-hms.vercel.app/icu-command-center/patients/admissions
Yes	https://plasmit-hospital-hms.vercel.app/icu-command-center/nursing/station
Yes	https://plasmit-hospital-hms.vercel.app/icu-command-center/nursing/medication-administration
Yes	https://plasmit-hospital-hms.vercel.app/icu-command-center/nursing/nurse-entry
Yes	https://plasmit-hospital-hms.vercel.app/icu-command-center/notifications-tasks
Yes	https://plasmit-hospital-hms.vercel.app/icu-command-center/nursing/tasks-assessments
Yes	https://plasmit-hospital-hms.vercel.app/icu-command-center/notifications-tasks
Yes	https://plasmit-hospital-hms.vercel.app/icu-command-center/nursing/tasks-assessments
Yes	https://plasmit-hospital-hms.vercel.app/icu-command-center/nursing/station
Yes	https://plasmit-hospital-hms.vercel.app/icu-command-center/nursing/tasks-assessments
Yes	https://plasmit-hospital-hms.vercel.app/icu-command-center/nursing/shift-handover
Yes	https://plasmit-hospital-hms.vercel.app/icu-command-center/critical-care/escalation-center
Yes	https://plasmit-hospital-hms.vercel.app/icu-command-center/executive-dashboard
Yes	https://plasmit-hospital-hms.vercel.app/icu-command-center/patients/admissions
Yes	https://plasmit-hospital-hms.vercel.app/icu-command-center/analytics/operational
Yes	https://plasmit-hospital-hms.vercel.app/icu-command-center/analytics/device
Yes	https://plasmit-hospital-hms.vercel.app/icu-command-center/analytics/pilot-outcome
Yes	https://plasmit-hospital-hms.vercel.app/icu-command-center/device-operations/connectivity-dashboard
Yes	https://plasmit-hospital-hms.vercel.app/icu-command-center/device-operations/edge-device-management
Yes	https://plasmit-hospital-hms.vercel.app/icu-command-center/device-operations/device-mapping
No	
Yes	https://plasmit-hospital-hms.vercel.app/icu-command-center/patients/discharges/discharge-ward-kabir/summary
Yes	https://plasmit-hospital-hms.vercel.app/icu-command-center/tele-icu/remote-command-center
Yes	https://plasmit-hospital-hms.vercel.app/icu-command-center/tele-icu/escalated-cases
Yes	https://plasmit-hospital-hms.vercel.app/icu-command-center/clinical-intelligence/patient-risk-center
Yes	https://plasmit-hospital-hms.vercel.app/icu-command-center/patients/smart-bed-view
Yes	https://plasmit-hospital-hms.vercel.app/icu-command-center/device-operations/signal-health
